mandi_id,price_date,commodity,arrivals,min_price,max_price,modal_price
M1,2024-07-18,Onion,1799,1486,1897,1743
M1,2024-07-19,Onion,1231,1514,1939,1750
M1,2024-07-20,Onion,1376,1838,2195,1971
M1,2024-07-21,Onion,1230,1614,1886,1783
M1,2024-07-22,Onion,1592,1547,1852,1733
M1,2024-07-23,Onion,1238,1683,1934,1800
M1,2024-07-24,Onion,1472,1711,2109,1885
M1,2024-07-24,Onion,1472,1711,2109,1885
M1,2024-07-27,Onion,1687,1883,2167,1992
M1,2024-07-28,Onion,1693,1661,1998,1760
M1,2024-07-29,Onion,1758,1658,1935,1762
M1,2024-07-31,Onion,1495,1588,2021,1843
M1,2024-08-01,Onion,1453,1701,2096,1970
M1,2024-08-02,Onion,1216,1840,2250,2017
M1,2024-08-03,Onion,1508,1867,2181,2023
M1,2024-08-04,Onion,1306,1562,2026,1814
M1,2024-08-05,Onion,1606,1686,2176,1943
M1,2024-08-07,Onion,1606,1659,2028,1867
M1,2024-08-09,Onion,1243,1638,1982,1827
M1,2024-08-10,Onion,1312,1913,2239,2037
M1,2024-08-11,Onion,1449,1538,2019,1786
M1,2024-08-12,Onion,1503,1860,2307,2014
M1,2024-08-12,Onion,1503,1860,2307,2014
M1,2024-08-13,Onion,1485,1746,2095,1862
M1,2024-08-14,Onion,1286,1609,1906,1765
M1,2024-08-15,Onion,1308,1917,2209,2049
M1,2024-08-16,Onion,1545,1599,1926,1821
M1,2024-08-18,Onion,1497,1673,1982,1859
M1,2024-08-19,Onion,1323,1708,2040,1898
M1,2024-08-20,Onion,1516,1832,2283,1986
M1,2024-08-21,Onion,1677,1735,2161,1963
M1,2024-08-22,Onion,1480,1527,1881,1763
M1,2024-08-23,Onion,1614,1660,2030,1835
M1,2024-08-24,Onion,1262,1807,2159,2039
M1,2024-08-25,Onion,1438,1600,2003,1840
M1,2024-08-26,Onion,1400,1687,2049,1944
M1,2024-08-28,Onion,1347,1871,2238,1980
M1,2024-08-29,Onion,1346,1741,2225,1967
M1,2024-08-30,Onion,1425,1668,2140,1918
M1,2024-08-31,Onion,1676,1794,2238,2005
M1,2024-09-01,Onion,1277,1628,2137,1861
M1,2024-09-02,Onion,1289,1824,2236,1971
M1,2024-09-03,Onion,1716,1621,1992,1821
M1,2024-09-04,Onion,1392,1603,1896,1801
M1,2024-09-05,Onion,1504,1704,2046,1935
M1,2024-09-06,Onion,1718,1587,1959,1839
M1,2024-09-08,Onion,1369,1616,2053,1805
M1,2024-09-09,Onion,1344,1554,1998,1797
M1,2024-09-10,Onion,1554,1720,2107,1906
M1,2024-09-11,Onion,1335,1657,1974,1850
M1,2024-09-12,Onion,1672,1624,2011,1765
M1,2024-09-13,Onion,1246,1834,2115,1969
M1,2024-09-14,Onion,1600,1589,1983,1760
M1,2024-09-15,Onion,1507,1583,1870,1742
M1,2024-09-16,Onion,1308,1663,2013,1903
M1,2024-09-17,Onion,1329,1740,2016,1837
M1,2024-09-18,Onion,1371,1559,1858,1769
M1,2024-09-19,Onion,1480,1700,2106,1955
M1,2024-09-20,Onion,1284,1746,2099,1962
M1,2024-09-21,Onion,1764,1529,1873,1755
M1,2024-09-22,Onion,1361,1557,1850,1757
M1,2024-09-23,Onion,1299,1825,2164,1940
M1,2024-09-24,Onion,1318,1535,1962,1789
M1,2024-09-25,Onion,1576,1607,1931,1790
M1,2024-09-27,Onion,1338,1748,2069,1916
M1,2024-09-29,Onion,1296,1660,1910,1751
M1,2024-09-30,Onion,1382,1560,1874,1755
M1,2024-10-01,Onion,1534,2443,2865,2647
M1,2024-10-02,Onion,1699,2487,2971,2684
M1,2024-10-03,Onion,1678,2289,2646,2459
M1,2024-10-04,Onion,1511,2457,3186,2799
M1,2024-10-05,Onion,1592,2294,2914,2559
M1,2024-10-06,Onion,1413,2346,2693,2543
M1,2024-10-07,Onion,1524,2554,3169,2845
M1,2024-10-08,Onion,1501,2163,2865,2531
M1,2024-10-09,Onion,1651,2436,2925,2637
M1,2024-10-11,Onion,1643,2510,3098,2714
M1,2024-10-12,Onion,1946,2160,2878,2522
M1,2024-10-13,Onion,1591,2209,2809,2475
M1,2024-10-15,Onion,1974,2207,2663,2503
M1,2024-10-18,Onion,1489,2642,2971,2786
M1,2024-10-19,Onion,2039,2469,3024,2638
M1,2024-10-21,Onion,1966,1478,1889,1686
M1,2024-10-24,Onion,1620,1497,1831,1644
M1,2024-10-25,Onion,1383,1377,1699,1608
M1,2024-10-26,Onion,1628,1440,1689,1575
M1,2024-10-27,Onion,1986,1511,2025,1764
M1,2024-10-28,Onion,1935,1596,1936,1727
M1,2024-10-29,Onion,1682,1452,1852,1625
M1,2024-10-30,Onion,1477,1485,1844,1701
M1,2024-10-31,Onion,1770,1549,1943,1715
M1,2024-11-01,Onion,2175,1218,1539,1416
M1,2024-11-02,Onion,1682,1244,1577,1463
M1,2024-11-03,Onion,1872,1426,1722,1532
M1,2024-11-04,Onion,2106,1354,1702,1485
M1,2024-11-06,Onion,1845,1218,1550,1358
M1,2024-11-07,Onion,2237,1291,1591,1503
M1,2024-11-08,Onion,1903,1364,1576,1461
M1,2024-11-10,Onion,1876,1323,1656,1505
M1,2024-11-11,Onion,1924,1192,1454,1364
M1,2024-11-12,Onion,2211,1404,1609,1486
M1,2024-11-13,Onion,2145,1245,1584,1405
M1,2024-11-14,Onion,1801,1406,1706,1510
M1,2024-11-15,Onion,1660,1167,1458,1346
M1,2024-11-16,Onion,1966,1252,1534,1377
M1,2024-11-17,Onion,1735,1199,1521,1385
M1,2024-11-18,Onion,2050,1345,1669,1452
M1,2024-11-19,Onion,1917,1304,1695,1490
M1,2024-11-20,Onion,1648,1154,1458,1323
M1,2024-11-21,Onion,1809,1137,1466,1324
M1,2024-11-24,Onion,2311,1207,1549,1384
M1,2024-11-25,Onion,2353,1272,1476,1357
M1,2024-11-26,Onion,1656,1188,1505,1376
M1,2024-11-27,Onion,1712,1271,1535,1428
M1,2024-11-28,Onion,2079,1198,1418,1327
M1,2024-11-29,Onion,1879,1274,1585,1399
M1,2024-11-30,Onion,1681,1249,1396,1321
M1,2024-12-01,Onion,2901,1004,1307,1154
M1,2024-12-02,Onion,2301,1034,1298,1177
M1,2024-12-03,Onion,2356,1131,1379,1234
M1,2024-12-04,Onion,2396,995,1159,1099
M1,2024-12-05,Onion,2172,970,1221,1088
M1,2024-12-06,Onion,2698,1127,1429,1259
M1,2024-12-07,Onion,2285,1015,1283,1154
M1,2024-12-08,Onion,2046,1116,1436,1264
M1,2024-12-09,Onion,2047,1149,1300,1222
M1,2024-12-10,Onion,2167,986,1282,1153
M1,2024-12-11,Onion,2572,1060,1210,1130
M1,2024-12-12,Onion,2574,1006,1283,1141
M1,2024-12-14,Onion,2073,1010,1142,1086
M1,2024-12-15,Onion,2908,1057,1234,1143
M1,2024-12-16,Onion,2843,1047,1215,1113
M1,2024-12-17,Onion,2186,1054,1367,1221
M1,2024-12-18,Onion,2108,992,1236,1130
M1,2024-12-19,Onion,2102,951,1196,1115
M1,2024-12-20,Onion,2139,1057,1251,1179
M1,2024-12-21,Onion,2895,1026,1291,1133
M1,2024-12-22,Onion,2864,1073,1353,1219
M1,2024-12-23,Onion,2545,1045,1367,1220
M1,2024-12-24,Onion,2576,1088,1336,1237
M1,2024-12-25,Onion,2505,962,1193,1128
M1,2024-12-26,Onion,2788,1041,1227,1113
M1,2024-12-27,Onion,2802,1051,1245,1132
M1,2024-12-28,Onion,2680,1046,1357,1213
M1,2024-12-29,Onion,2536,1134,1338,1225
M1,2024-12-30,Onion,1982,991,1264,1149
M1,2024-12-31,Onion,2013,1026,1280,1142
M1,2025-01-01,Onion,3272,819,1031,959
M1,2025-01-02,Onion,3152,875,1023,963
M1,2025-01-04,Onion,2667,843,1054,972
M1,2025-01-05,Onion,3061,895,1093,1029
M1,2025-01-06,Onion,2872,966,1175,1025
M1,2025-01-07,Onion,2894,952,1147,1057
M1,2025-01-09,Onion,3073,900,1146,1049
M1,2025-01-10,Onion,2345,842,1102,964
M1,2025-01-11,Onion,2688,955,1101,1018
M1,2025-01-13,Onion,2969,848,1016,951
M1,2025-01-14,Onion,2882,945,1183,1065
M1,2025-01-16,Onion,2789,924,1156,1019
M1,2025-01-17,Onion,3303,942,1146,1037
M1,2025-01-18,Onion,3016,995,1178,1048
M1,2025-01-19,Onion,2694,856,1004,952
M1,2025-01-20,Onion,3431,917,1146,1056
M1,2025-01-22,Onion,3376,824,1029,954
M1,2025-01-23,Onion,2855,799,974,918
M1,2025-01-24,Onion,2784,894,1115,997
M1,2025-01-25,Onion,2555,909,1117,1023
M1,2025-01-26,Onion,2695,882,1095,983
M1,2025-01-27,Onion,3135,848,1087,979
M1,2025-01-29,Onion,3258,973,1133,1057
M1,2025-01-30,Onion,3159,810,1014,920
M1,2025-01-31,Onion,2733,951,1113,1028
M1,2025-02-01,Onion,2970,781,998,906
M1,2025-02-03,Onion,2465,935,1137,1001
M1,2025-02-04,Onion,3281,807,963,905
M1,2025-02-05,Onion,3652,930,1112,992
M1,2025-02-06,Onion,2558,836,1033,930
M1,2025-02-07,Onion,2935,798,1019,914
M1,2025-02-08,Onion,2552,771,963,882
M1,2025-02-09,Onion,2474,780,1003,897
M1,2025-02-10,Onion,3201,906,1006,955
M1,2025-02-11,Onion,3308,831,962,907
M1,2025-02-12,Onion,2616,888,1106,966
M1,2025-02-13,Onion,3238,744,985,871
M1,2025-02-14,Onion,3078,825,998,911
M1,2025-02-15,Onion,2867,853,1103,971
M1,2025-02-16,Onion,2899,806,962,867
M1,2025-02-17,Onion,3580,931,1047,990
M1,2025-02-18,Onion,2970,837,991,922
M1,2025-02-19,Onion,2970,804,1001,909
M1,2025-02-20,Onion,3452,854,1090,961
M1,2025-02-21,Onion,3155,896,1096,962
M1,2025-02-22,Onion,2785,872,1005,940
M1,2025-02-23,Onion,2855,868,1094,967
M1,2025-02-24,Onion,2754,872,1094,964
M1,2025-02-25,Onion,3638,915,1089,972
M1,2025-02-27,Onion,2954,812,970,908
M1,2025-02-28,Onion,3373,884,1093,954
M1,2025-03-01,Onion,2313,844,1105,980
M1,2025-03-02,Onion,2735,836,999,923
M1,2025-03-04,Onion,3438,897,1054,1004
M1,2025-03-05,Onion,3359,979,1175,1063
M1,2025-03-06,Onion,3166,857,1032,944
M1,2025-03-07,Onion,2484,813,1063,954
M1,2025-03-08,Onion,3428,887,1091,999
M1,2025-03-08,Onion,3428,887,1091,999
M1,2025-03-09,Onion,3095,894,1128,1011
M1,2025-03-10,Onion,3267,957,1157,1053
M1,2025-03-11,Onion,2526,918,1144,1050
M1,2025-03-13,Onion,2606,962,1191,1078
M1,2025-03-14,Onion,3054,887,1055,958
M1,2025-03-15,Onion,2480,809,983,928
M1,2025-03-16,Onion,3308,852,1063,987
M1,2025-03-17,Onion,2333,818,978,927
M1,2025-03-19,Onion,2658,872,1058,939
M1,2025-03-21,Onion,3405,968,1125,1027
M1,2025-03-22,Onion,2802,890,1031,961
M1,2025-03-23,Onion,2757,870,1086,959
M1,2025-03-25,Onion,2419,845,1071,936
M1,2025-03-27,Onion,3396,829,996,937
M1,2025-03-28,Onion,3110,908,1083,1025
M1,2025-03-29,Onion,2521,907,1107,1025
M1,2025-03-30,Onion,2958,811,1012,947
M1,2025-03-31,Onion,2972,958,1114,1038
M1,2025-04-01,Onion,2373,1063,1307,1192
M1,2025-04-03,Onion,2755,1125,1426,1247
M1,2025-04-04,Onion,2696,1175,1324,1259
M1,2025-04-05,Onion,2472,1151,1374,1274
M1,2025-04-06,Onion,2036,951,1175,1094
M1,2025-04-07,Onion,2543,1036,1235,1128
M1,2025-04-07,Onion,2543,1036,1235,1128
M1,2025-04-08,Onion,2433,1090,1275,1162
M1,2025-04-09,Onion,2255,964,1251,1105
M1,2025-04-10,Onion,1994,1060,1299,1186
M1,2025-04-11,Onion,2897,1116,1360,1202
M1,2025-04-12,Onion,2787,1056,1315,1234
M1,2025-04-13,Onion,2363,981,1265,1150
M1,2025-04-14,Onion,1951,1087,1326,1219
M1,2025-04-15,Onion,2563,1055,1335,1203
M1,2025-04-16,Onion,2667,1032,1230,1151
M1,2025-04-17,Onion,2858,1075,1239,1169
M1,2025-04-18,Onion,2681,1041,1319,1176
M1,2025-04-19,Onion,2738,1124,1428,1244
M1,2025-04-20,Onion,2858,1102,1281,1214
M1,2025-04-21,Onion,2678,1093,1348,1270
M1,2025-04-22,Onion,2164,1066,1203,1138
M1,2025-04-23,Onion,2902,1070,1236,1170
M1,2025-04-24,Onion,1948,1164,1368,1278
M1,2025-04-25,Onion,2155,1120,1405,1254
M1,2025-04-26,Onion,2354,1038,1321,1187
M1,2025-04-27,Onion,2606,1087,1310,1162
M1,2025-04-28,Onion,2798,1044,1362,1209
M1,2025-04-29,Onion,2793,1017,1263,1151
M1,2025-04-30,Onion,2125,1009,1264,1116
M1,2025-05-01,Onion,2141,1297,1473,1384
M1,2025-05-03,Onion,2218,1361,1652,1477
M1,2025-05-04,Onion,2366,1346,1679,1538
M1,2025-05-05,Onion,2106,1323,1736,1552
M1,2025-05-06,Onion,2205,1324,1602,1431
M1,2025-05-08,Onion,1698,1245,1459,1366
M1,2025-05-09,Onion,2170,1301,1719,1500
M1,2025-05-10,Onion,2293,1374,1684,1483
M1,2025-05-11,Onion,2294,1251,1602,1456
M1,2025-05-12,Onion,2031,1159,1477,1338
M1,2025-05-13,Onion,1809,1172,1570,1378
M1,2025-05-14,Onion,2331,1234,1498,1370
M1,2025-05-15,Onion,1607,1445,1689,1524
M1,2025-05-16,Onion,1680,1312,1547,1406
M1,2025-05-17,Onion,1718,1243,1462,1345
M1,2025-05-18,Onion,2325,1276,1563,1448
M1,2025-05-19,Onion,2148,1275,1607,1413
M1,2025-05-20,Onion,2280,1317,1555,1456
M1,2025-05-21,Onion,1973,1303,1489,1390
M1,2025-05-22,Onion,2281,1214,1455,1380
M1,2025-05-23,Onion,1721,1434,1661,1547
M1,2025-05-24,Onion,1639,1302,1505,1396
M1,2025-05-25,Onion,2105,1300,1673,1455
M1,2025-05-26,Onion,2397,1174,1573,1375
M1,2025-05-27,Onion,1929,1248,1472,1347
M1,2025-05-28,Onion,1890,1274,1528,1445
M1,2025-05-29,Onion,2092,1321,1604,1401
M1,2025-05-30,Onion,2211,1209,1476,1405
M1,2025-05-31,Onion,2184,1236,1499,1333
M1,2025-06-01,Onion,1626,1366,1754,1606
M1,2025-06-03,Onion,1497,1619,1930,1735
M1,2025-06-04,Onion,1453,1584,1901,1798
M1,2025-06-05,Onion,1732,1490,1854,1690
M1,2025-06-06,Onion,1413,1413,1817,1597
M1,2025-06-07,Onion,1888,1633,1952,1800
M1,2025-06-08,Onion,1413,1337,1783,1561
M1,2025-06-09,Onion,1616,1495,1924,1724
M1,2025-06-10,Onion,1382,1615,1980,1809
M1,2025-06-11,Onion,1809,1678,1990,1809
M1,2025-06-12,Onion,1604,1628,1863,1763
M1,2025-06-13,Onion,1474,1580,1891,1707
M1,2025-06-14,Onion,2014,1510,1698,1606
M1,2025-06-15,Onion,1946,1556,1803,1695
M1,2025-06-16,Onion,1443,1589,1862,1706
M1,2025-06-17,Onion,1584,1343,1764,1570
M1,2025-06-19,Onion,1519,1565,1847,1720
M1,2025-06-20,Onion,1610,1627,1879,1761
M1,2025-06-21,Onion,2024,1449,1760,1599
M1,2025-06-23,Onion,2021,1695,1993,1815
M1,2025-06-24,Onion,1764,1489,1932,1720
M1,2025-06-25,Onion,1514,1333,1705,1563
M1,2025-06-27,Onion,1926,1578,1831,1736
M1,2025-06-29,Onion,1547,1617,2002,1763
M1,2025-06-30,Onion,1576,1418,1787,1566
M1,2025-07-01,Onion,1259,1529,1879,1747
M1,2025-07-02,Onion,1271,1519,2015,1761
M1,2025-07-04,Onion,1470,1658,1987,1806
M1,2025-07-05,Onion,1641,1661,1979,1848
M1,2025-07-06,Onion,1459,1567,1960,1843
M1,2025-07-07,Onion,1750,1822,2110,1960
M1,2025-07-08,Onion,1346,1707,2028,1893
M1,2025-07-09,Onion,1713,1824,2203,1987
M1,2025-07-10,Onion,1702,1641,2003,1904
M1,2025-07-11,Onion,1825,1623,2047,1829
M1,2025-07-12,Onion,1802,1756,2265,2015
M1,2025-07-13,Onion,1510,1632,2139,1887
M1,2025-07-14,Onion,1464,1581,2003,1803
M1,2025-07-15,Onion,1363,1704,2177,1957
M1,2025-07-16,Onion,1682,1726,2005,1840
M1,2025-07-17,Onion,1338,1707,2079,1834
M1,2025-07-18,Onion,1284,1743,2252,1991
M1,2025-07-19,Onion,1429,1723,1998,1867
M1,2025-07-20,Onion,1396,1700,2079,1870
M1,2025-07-21,Onion,1598,1676,2135,1891
M1,2025-07-22,Onion,1504,1708,1986,1875
M1,2025-07-23,Onion,1381,1737,2103,1964
M1,2025-07-24,Onion,1584,1871,2188,1986
M1,2025-07-25,Onion,1641,1670,1908,1764
M1,2025-07-26,Onion,1518,1655,1915,1796
M1,2025-07-27,Onion,1538,1768,2181,1930
M1,2025-07-28,Onion,1588,1785,2211,2009
M1,2025-07-29,Onion,1270,1556,2013,1824
M1,2025-07-30,Onion,1485,1894,2131,2008
M1,2025-07-31,Onion,1325,1750,2072,1875
M1,2025-08-01,Onion,1283,1848,2274,2056
M1,2025-08-02,Onion,1569,1672,2187,1909
M1,2025-08-03,Onion,1563,1688,2154,1920
M1,2025-08-04,Onion,1704,1771,2284,2037
M1,2025-08-05,Onion,1718,1620,2053,1861
M1,2025-08-06,Onion,1477,1681,2193,1949
M1,2025-08-07,Onion,1687,1768,2178,2016
M1,2025-08-07,Onion,1687,1768,2178,2016
M1,2025-08-08,Onion,1649,1667,1981,1879
M1,2025-08-09,Onion,1615,1615,2067,1833
M1,2025-08-10,Onion,1531,2459,2905,2725
M1,2025-08-11,Onion,1629,2558,3182,2905
M1,2025-08-12,Onion,1606,2676,3314,2948
M1,2025-08-13,Onion,1690,2414,2814,2563
M1,2025-08-14,Onion,1704,2647,3053,2789
M1,2025-08-15,Onion,1680,2649,3294,2879
M1,2025-08-16,Onion,1724,2640,3181,2805
M1,2025-08-17,Onion,1269,2597,3148,2839
M1,2025-08-18,Onion,1256,2409,3062,2730
M1,2025-08-18,Onion,1256,2409,3062,2730
M1,2025-08-19,Onion,1735,2504,2928,2722
M1,2025-08-20,Onion,1655,2290,2845,2679
M1,2025-08-21,Onion,1478,2379,2952,2688
M1,2025-08-22,Onion,1707,2675,3303,2947
M1,2025-08-24,Onion,1378,2530,3207,2839
M1,2025-08-25,Onion,1522,2473,2857,2715
M1,2025-08-26,Onion,1473,1837,2185,1993
M1,2025-08-27,Onion,1444,1781,2236,2061
M1,2025-08-29,Onion,1525,1857,2276,2106
M1,2025-08-30,Onion,1433,1712,1998,1836
M1,2025-08-31,Onion,1572,1695,2019,1846
M1,2025-09-01,Onion,1663,1626,1861,1767
M1,2025-09-02,Onion,1385,1614,1994,1754
M1,2025-09-05,Onion,1728,1785,2109,1938
M1,2025-09-06,Onion,1230,1591,2028,1821
M1,2025-09-07,Onion,1652,1722,2138,1932
M1,2025-09-08,Onion,1821,1650,2037,1785
M1,2025-09-09,Onion,1773,1613,2117,1846
M1,2025-09-10,Onion,1298,1601,2039,1803
M1,2025-09-11,Onion,1571,1769,2178,2011
